Val,EpisodeID,SceneID,VehicleArrayID,VehicleName,x,y,z,rays,LOS
V,407,0,1,flow12.508,751.80414855725,630.77092433435,1.59,25,LOS=0
V,407,0,2,flow12.546,753.4601186564,607.1077724039,3.2,25,LOS=1
V,407,0,3,flow12.556,755.0004697376501,632.3410267358499,1.59,25,LOS=0
V,407,0,4,flow12.566,765.85224151275,477.2800992061,1.59,25,LOS=0
I,407,0,5,flow12.570,768.73519803665,436.0855438951,1.59,25,LOS=0
V,407,0,6,flow3.596,760.30462842245,462.05967184755,1.59,25,LOS=0
V,407,0,7,flow6.621,756.8282220333,511.73613194865004,1.59,25,LOS=0
I,407,0,8,flow7.528,693.6727707616,447.88161834155,4.3,0,LOS=0
V,407,0,9,flow8.244,764.94262556115,443.02733063015,1.59,25,LOS=0
V,408,0,0,flow12.551,757.31951837465,551.95849045685,1.59,25,LOS=1
V,408,0,1,flow12.555,750.11222152885,654.94788643605,3.2,25,LOS=1
V,408,0,2,flow12.556,753.99397749285,646.7227907701999,1.59,25,LOS=0
V,408,0,3,flow12.559,756.0805542491,569.66279342325,1.59,25,LOS=1
V,408,0,4,flow12.563,763.15573005415,515.8105416568001,1.59,25,LOS=0
I,408,0,5,flow5.581,805.15083957945,677.0706519623,1.59,25,LOS=0
V,408,0,6,flow6.622,760.7054624979,456.3319128551,4.3,15,LOS=0
I,408,0,7,flow7.527,718.3385790624,436.69114407359996,3.2,25,LOS=0
V,408,0,8,flow8.248,763.5574369127501,462.82112368015,4.3,18,LOS=0
I,408,0,9,flow9.253,744.12494514705,426.47645240845,3.2,25,LOS=0
V,409,0,0,flow11.593,753.9114997,647.90131565345,4.3,17,LOS=0
I,409,0,1,flow11.606,794.3802573420501,400.52035135619997,3.2,25,LOS=0
I,409,0,2,flow12.536,663.53954469775,677.512631929,1.59,25,LOS=0
V,409,0,3,flow12.550,753.8180392444,601.99323002305,1.59,25,LOS=1
V,409,0,4,flow12.560,764.1769282742,453.96883932225,1.59,25,LOS=0
V,409,0,5,flow6.626,759.0364548131,480.18136668245,1.59,25,LOS=1
V,409,0,6,flow6.627,758.50876121795,487.72189758984996,1.59,25,LOS=1
V,409,0,7,flow8.241,756.3359187845999,566.0137361100001,4.3,19,LOS=0
I,409,0,8,flow8.249,722.2550812178999,438.32036495865,1.59,25,LOS=0
I,409,0,9,flow8.255,673.4749030991,454.27907258665,3.2,23,LOS=0
V,410,0,0,flow11.599,758.52733129375,581.9457147544999,1.59,25,LOS=0
I,410,0,1,flow11.608,802.38649518815,394.30286027010004,1.59,25,LOS=0
V,410,0,2,flow12.542,760.40068734815,507.92981531215,1.59,25,LOS=1
V,410,0,3,flow12.566,761.3899424232,541.0418747099,1.59,25,LOS=1
I,410,0,4,flow12.577,806.4987099429,391.10939299200004,1.59,25,LOS=0
I,410,0,5,flow6.626,781.594450018,402.0944121363,1.59,25,LOS=0
I,410,0,6,flow7.524,733.3010866581001,428.58800122505,1.59,25,LOS=0
I,410,0,7,flow8.249,722.2550812178999,438.32036495865,1.59,25,LOS=0
I,410,0,8,flow8.252,695.2373579233999,451.2745776849,1.59,25,LOS=0
I,410,0,9,flow9.254,737.8608703604,429.86884452485003,1.59,25,LOS=0
V,411,0,0,flow1.1199,755.8755144639,670.29315270455,3.2,25,LOS=1
I,411,0,1,flow1.1201,711.97444716585,670.5279265288,1.59,25,LOS=0
V,411,0,2,flow12.523,751.67086135775,632.6755452289,3.2,25,LOS=1
V,411,0,3,flow12.569,759.2913367659,523.78199246525,1.59,25,LOS=1
V,411,0,4,flow3.605,761.67022845605,442.54579228645,1.59,25,LOS=0
I,411,0,5,flow4.1209,686.0565762190499,680.6342076769,1.59,25,LOS=0
I,411,0,6,flow4.1211,817.10329355055,680.41661380705,3.2,25,LOS=0
V,411,0,7,flow8.225,749.7923840432,659.51823648045,1.59,25,LOS=1
I,411,0,8,flow9.260,745.45330762675,422.00680607415,4.3,10,LOS=0
I,411,0,9,flow9.264,680.1646204496001,450.02337292395,3.2,16,LOS=0
V,412,0,0,flow11.609,763.3313585101,513.30098728625,4.3,13,LOS=0
I,412,0,1,flow11.618,778.1959963311,413.0887387194,1.59,25,LOS=0
V,412,0,2,flow12.578,762.6807960102999,522.5968724864999,1.59,25,LOS=0
V,412,0,3,flow12.583,765.4903747527001,435.20021325255004,1.59,25,LOS=0
I,412,0,4,flow4.1213,679.30164416245,680.6878049558,1.59,25,LOS=0
I,412,0,5,flow7.529,675.9241436747,450.60880737770003,4.3,0,LOS=0
V,412,0,6,flow8.226,749.44918533,664.42240914485,1.59,25,LOS=0
V,412,0,7,flow8.235,758.87842419725,529.6823483056501,1.59,25,LOS=1
I,412,0,8,flow8.254,724.6025757066,433.29879427624996,1.59,25,LOS=0
I,412,0,9,flow9.254,742.2101258451,427.51344799444996,1.59,25,LOS=0
I,413,0,0,flow1.1208,819.35747466825,670.52512107895,1.59,25,LOS=0
I,413,0,1,flow10.1258,790.3462643979,403.6530730732,3.2,25,LOS=1
V,413,0,2,flow11.614,765.6418869050001,480.2858554337,1.59,25,LOS=0
V,413,0,3,flow12.560,762.5771064865,476.82965428734997,1.59,25,LOS=0
V,413,0,4,flow12.576,759.1172305052501,573.5166470612,3.2,25,LOS=1
V,413,0,5,flow12.582,764.17081524305,501.30599307445,1.59,25,LOS=1
V,413,0,6,flow8.235,758.50569407375,535.00851303895,1.59,25,LOS=0
V,413,0,7,flow8.240,754.16363944665,597.05474103935,4.3,15,LOS=0
I,413,0,8,flow9.254,742.2101258451,427.51344799444996,1.59,25,LOS=0
I,413,0,9,flow9.262,695.2373571451,451.2745777924,1.59,25,LOS=0
V,414,0,0,flow11.607,757.6367849102501,594.6707287977499,3.2,25,LOS=0
I,414,0,1,flow11.621,767.59553988085,452.3701151489,1.59,25,LOS=0
V,414,0,2,flow12.557,760.72946445855,503.23172159809997,3.2,25,LOS=1
V,414,0,3,flow12.564,754.8797233256,586.82218814965,4.3,12,LOS=0
V,414,0,4,flow12.575,757.1380414828,601.7972718230001,1.59,25,LOS=0
I,414,0,5,flow6.634,772.93196709985,676.9468614075,3.2,25,LOS=0
I,414,0,6,flow7.528,696.87348895165,446.86854263730004,4.3,0,LOS=0
I,414,0,7,flow8.253,728.9518313533999,430.94339765805,1.59,22,LOS=0
I,414,0,8,flow8.254,724.6025757066,433.29879427624996,1.59,25,LOS=0
I,414,0,9,flow9.253,748.47420045235,424.12105597515,3.2,25,LOS=0
V,415,0,0,flow11.608,758.2544370119999,585.84510015635,1.59,25,LOS=0
I,415,0,1,flow11.620,766.28094806435,471.15431284565,1.59,25,LOS=0
V,415,0,2,flow12.547,757.6108329523499,547.7957213848,3.2,25,LOS=0
I,415,0,3,flow12.562,732.45052571305,676.9658549906001,1.59,25,LOS=1
V,415,0,4,flow12.569,758.45580727865,535.72137543455,1.59,25,LOS=0
V,415,0,5,flow12.575,756.5794633419,609.7787928521,1.59,25,LOS=0
I,415,0,6,flow3.611,762.5397607932,430.6307953074,1.59,25,LOS=1
V,415,0,7,flow8.235,758.10954327745,540.66934984145,1.59,25,LOS=0
I,415,0,8,flow8.250,721.8884216675,438.51893426225,1.59,25,LOS=0
I,415,0,9,flow9.258,717.53907489545,440.87438023050004,1.59,25,LOS=0
I,416,0,0,flow10.1267,679.3584651096501,460.1261226899,3.2,18,LOS=0
V,416,0,1,flow11.611,759.7220355120501,564.87459051325,1.59,25,LOS=0
V,416,0,2,flow11.614,761.57745169235,538.36255544335,1.59,25,LOS=0
V,416,0,3,flow11.617,762.9919669209,518.1505524735,1.59,25,LOS=1
V,416,0,4,flow11.621,765.72465064455,479.10324465915,1.59,25,LOS=0
V,416,0,5,flow12.557,760.3305362907499,508.93224593,3.2,25,LOS=1
V,416,0,6,flow12.560,762.0681979266,484.10175453765,1.59,25,LOS=0
V,416,0,7,flow12.571,753.0064021047,660.83425190855,4.3,17,LOS=0
V,416,0,8,flow8.240,753.53165313775,606.0855732098,4.3,15,LOS=0
V,416,0,9,flow8.246,764.3430413533999,451.59514970495,1.59,25,LOS=0
I,417,0,0,flow10.1272,815.8020128430501,383.8846260084,1.59,25,LOS=0
V,417,0,1,flow11.611,759.43296350325,569.0051393982001,1.59,25,LOS=0
V,417,0,2,flow11.612,760.12354969935,559.1373557472,1.59,25,LOS=1
V,417,0,3,flow12.547,757.33294211565,551.7666705548,3.2,25,LOS=1
V,417,0,4,flow12.573,763.4869183605499,463.8288056522,4.3,21,LOS=0
V,417,0,5,flow12.583,764.4517028226,450.04242066965,1.59,25,LOS=0
I,417,0,6,flow4.1236,802.30557880565,680.3597583935,1.59,25,LOS=0
I,417,0,7,flow5.590,801.55996891925,677.0568552079001,1.59,25,LOS=0
V,417,0,8,flow8.243,758.86613660045,529.85793316135,1.59,25,LOS=1
V,417,0,9,flow8.244,762.17685940175,482.54902541665,1.59,25,LOS=0
I,418,0,0,flow10.1273,672.297553457,461.0992096033,1.59,15,LOS=0
V,418,0,1,flow11.610,757.63544037715,594.6899408265999,1.59,25,LOS=1
V,418,0,2,flow11.619,763.1600858091999,515.74830228905,4.3,11,LOS=0
V,418,0,3,flow12.575,750.3428563553,651.6522067969499,1.59,25,LOS=0
V,418,0,4,flow12.577,751.7384964473,631.70906678845,1.59,25,LOS=0
V,418,0,5,flow12.581,758.74237731395,578.8729229515,1.59,25,LOS=0
V,418,0,6,flow2.629,748.11395067085,588.97000356585,1.59,25,LOS=1
I,418,0,7,flow2.631,743.1763266569001,659.56936446695,1.59,25,LOS=1
V,418,0,8,flow8.244,762.17685940175,482.54902541665,1.59,25,LOS=0
I,418,0,9,flow9.263,690.3360045419,451.9512518637,1.59,25,LOS=0
V,419,0,0,flow11.611,758.7423772744501,578.8729235158,1.59,25,LOS=0
V,419,0,1,flow11.618,762.5406014644,524.60011184445,1.59,25,LOS=1
V,419,0,2,flow12.551,750.688149509,646.71810541425,1.59,25,LOS=0
V,419,0,3,flow12.573,763.4869183605499,463.8288056522,4.3,20,LOS=0
V,419,0,4,flow12.581,758.39708417815,583.806815317,1.59,25,LOS=0
I,419,0,5,flow4.1242,774.74505481195,680.25386603,3.2,25,LOS=0
I,419,0,6,flow5.594,745.0238140112,633.1535365065499,1.59,25,LOS=0
I,419,0,7,flow7.531,672.0306483697,451.14633804175,1.59,5,LOS=0
I,419,0,8,flow8.258,666.41490075075,455.2537669046,1.59,25,LOS=0
I,419,0,9,flow9.264,691.7760979852001,448.42030813465,3.2,11,LOS=0
I,420,0,0,flow10.1283,788.1977813395,401.14083192730004,1.59,25,LOS=0
V,420,0,1,flow11.618,762.5406014644,524.60011184445,1.59,25,LOS=1
V,420,0,2,flow12.564,753.54120649655,605.94905952445,4.3,16,LOS=0
V,420,0,3,flow12.576,751.18545441195,639.6118167921,3.2,25,LOS=1
V,420,0,4,flow12.582,756.19119722145,568.08174949865,1.59,25,LOS=1
V,420,0,5,flow12.585,764.94900768805,442.93613258339997,3.2,25,LOS=1
I,420,0,6,flow12.590,779.8912900135999,411.77220609045,3.2,25,LOS=0
V,420,0,7,flow2.635,758.6570843183999,438.22168913125,1.59,25,LOS=0
I,420,0,8,flow7.528,701.558601237,445.3884980997,4.3,0,LOS=0
I,420,0,9,flow8.252,708.7491725793,445.63466747755,1.59,25,LOS=0
V,421,0,0,flow11.608,753.2691526241999,667.76653680585,1.59,25,LOS=0
I,421,0,1,flow11.626,774.26495821535,416.141507687,1.59,25,LOS=0
V,421,0,2,flow12.542,758.17221209695,539.77383741725,1.59,25,LOS=1
V,421,0,3,flow12.547,756.98431071155,556.7484742031,3.2,25,LOS=1
V,421,0,4,flow12.575,749.44709095255,664.45233696295,1.59,25,LOS=0
V,421,0,5,flow12.576,750.28968894355,652.4119478957,3.2,25,LOS=0
I,421,0,6,flow12.586,766.90682084195,462.21121899695004,1.59,25,LOS=0
V,421,0,7,flow5.600,756.7190774076,465.93178794375,1.59,25,LOS=1
V,421,0,8,flow8.238,760.20271146185,510.75881172875006,1.59,25,LOS=0
I,421,0,9,flow8.254,740.9551751723,428.19308304255003,1.59,25,LOS=0
I,422,0,0,flow1.1231,687.14167556705,670.7249631495,1.59,25,LOS=0
V,422,0,1,flow11.624,762.0489966757,531.6246508870499,4.3,10,LOS=0
I,422,0,2,flow11.626,770.08901348825,422.86757823825,1.59,25,LOS=0
V,422,0,3,flow12.542,757.6839932404,546.75029006215,1.59,25,LOS=1
V,422,0,4,flow12.583,764.03076379075,456.05747146634997,1.59,25,LOS=1
V,422,0,5,flow12.586,763.2753627927,466.85185029895,1.59,25,LOS=0
I,422,0,6,flow8.250,737.3411750181999,430.150292375,1.59,25,LOS=0
I,422,0,7,flow8.252,719.9441531272,439.57187847075,1.59,17,LOS=0
I,422,0,8,flow8.259,671.4716355909,451.22351458535,3.2,9,LOS=0
I,422,0,9,flow9.264,704.98164600015,447.67502106545,3.2,11,LOS=0
I,423,0,0,flow11.635,767.8435588147499,448.82617350149997,1.59,25,LOS=0
V,423,0,1,flow12.576,749.5998008699501,662.2701731794,3.2,25,LOS=0
V,423,0,2,flow12.577,750.0971160577,655.16373759145,1.59,25,LOS=0
V,423,0,3,flow12.582,755.2548706743501,581.46148223205,1.59,25,LOS=1
V,423,0,4,flow12.591,765.1671151774999,487.0698669254,1.59,25,LOS=0
I,423,0,5,flow7.532,698.13720744305,447.20973664,1.59,15,LOS=0
I,423,0,6,flow7.533,689.0191926756,448.80092273055004,1.59,4,LOS=0
I,423,0,7,flow8.258,671.316255299,454.57709256475005,1.59,12,LOS=0
I,423,0,8,flow9.258,732.9919189729001,432.505689209,1.59,25,LOS=0
I,423,0,9,flow9.262,715.5948977799001,441.92727492675,1.59,23,LOS=0
V,424,0,0,flow11.629,764.115051405,502.10280235445,3.2,25,LOS=0
V,424,0,1,flow11.631,765.64823948295,480.19508347025,1.59,25,LOS=1
V,424,0,2,flow12.569,756.63743940725,561.70512672915,1.59,25,LOS=1
V,424,0,3,flow12.585,764.1014829058499,455.0469235316,3.2,25,LOS=1
V,424,0,4,flow12.588,761.587240779,538.22267921965,1.59,25,LOS=1
V,424,0,5,flow12.591,764.61236018115,494.9967590563,1.59,25,LOS=0
I,424,0,6,flow7.530,681.1189622846,453.22374417649996,1.59,16,LOS=0
V,424,0,7,flow8.242,754.4549178982,592.8924881959,3.2,25,LOS=1
I,424,0,8,flow8.251,765.40675675795,432.18846120965,4.3,11,LOS=0
I,424,0,9,flow8.260,666.4149018242499,455.2537667564,1.59,19,LOS=0
I,425,0,0,flow10.1294,759.05587079885,422.26267043885,1.59,25,LOS=1
I,425,0,1,flow11.632,765.99353258005,475.2611916585,1.59,25,LOS=1
I,425,0,2,flow11.634,766.6841187727,465.393408057,1.59,25,LOS=0
I,425,0,3,flow11.640,800.0017083919,396.1548400555,1.59,25,LOS=0
V,425,0,4,flow12.541,753.9534242427001,600.05863242055,1.59,25,LOS=0
V,425,0,5,flow12.552,751.9229248553,629.07365843085,1.59,25,LOS=0
V,425,0,6,flow12.580,753.60813114685,604.99273297685,1.59,25,LOS=1
I,425,0,7,flow12.594,767.71999808675,450.59173229605,1.59,25,LOS=0
I,425,0,8,flow12.595,768.0652912010501,445.65784023854997,1.59,25,LOS=0
V,425,0,9,flow8.235,756.28795760545,566.69908222205,1.59,25,LOS=1
I,426,0,0,flow11.633,766.24339927,471.690847432,1.59,25,LOS=0
I,426,0,1,flow11.634,766.5921468597,466.70759438790003,1.59,25,LOS=0
I,426,0,2,flow11.637,768.7558774061999,435.7900564582,1.59,25,LOS=0
I,426,0,3,flow11.639,796.0951881278,399.18856892869996,1.59,25,LOS=0
V,426,0,4,flow12.592,764.631773436,494.7193631279,1.59,25,LOS=0
I,426,0,5,flow12.598,789.08649909035,404.63138270139996,4.3,17,LOS=0
I,426,0,6,flow4.1260,801.30129060765,680.3558997422499,1.59,25,LOS=0
V,426,0,7,flow6.650,762.3373091562,433.01347526815,1.59,25,LOS=1
I,426,0,8,flow8.259,682.9721534169,449.63576874265,3.2,10,LOS=0
I,426,0,9,flow9.263,695.2373578988,451.2745776883,1.59,25,LOS=0
V,427,0,0,flow11.626,754.0216752357001,646.3270178232999,1.59,25,LOS=0
V,427,0,1,flow12.560,760.25079966805,510.07165045065005,1.59,25,LOS=0
V,427,0,2,flow12.565,760.9413858954,500.20344882835,1.59,25,LOS=1
V,427,0,3,flow12.566,752.92033740125,614.8210311494499,1.59,25,LOS=1
V,427,0,4,flow12.583,763.5615225409999,462.76274168304997,1.59,25,LOS=1
V,427,0,5,flow12.586,762.870936307,472.63094340005,1.59,25,LOS=0
V,427,0,6,flow12.588,753.3291643350001,656.2223035710499,1.59,25,LOS=0
I,427,0,7,flow7.534,673.7551111498001,450.90826105675,3.2,21,LOS=0
I,427,0,8,flow9.263,695.2373578988,451.2745776883,1.59,25,LOS=0
I,427,0,9,flow9.264,704.98164600015,447.67502106545,3.2,25,LOS=0
V,428,0,0,flow11.628,763.4699388945,511.32081267665,1.59,25,LOS=0
V,428,0,1,flow12.547,755.0767676374501,584.0065035607499,3.2,25,LOS=1
V,428,0,2,flow12.590,762.6251724802,523.39167690625,3.2,25,LOS=0
V,428,0,3,flow12.592,764.58642935275,495.36728456945,1.59,25,LOS=0
I,428,0,4,flow12.598,789.08649909035,404.63138270139996,4.3,22,LOS=0
I,428,0,5,flow7.531,715.1372747458,438.42485254545,1.59,25,LOS=0
I,428,0,6,flow7.534,673.8557307844001,450.89436964690003,3.2,21,LOS=0
I,428,0,7,flow8.252,727.6331194153499,435.40781761455,1.59,25,LOS=0
I,428,0,8,flow8.253,765.6524931776,427.69263606585,1.59,25,LOS=0
I,428,0,9,flow8.258,671.42420403625,454.562189309,1.59,12,LOS=0
V,429,0,0,flow11.629,763.44833431025,511.6295205032,3.2,25,LOS=1
V,429,0,1,flow11.634,765.72451898185,479.1051259868,1.59,25,LOS=0
V,429,0,2,flow12.565,760.00617291075,513.5672691987501,1.59,25,LOS=1
V,429,0,3,flow12.582,752.129011701,626.12875964155,1.59,25,LOS=1
V,429,0,4,flow12.586,761.9926233410999,485.18168520755,1.59,25,LOS=0
V,429,0,5,flow6.654,746.76066374675,655.59752257865,4.3,22,LOS=0
V,429,0,6,flow8.244,759.59089020695,519.5014933244499,1.59,25,LOS=1
I,429,0,7,flow8.249,765.6200340761,427.15056907065,1.59,25,LOS=0
I,429,0,8,flow9.261,719.9441533965,439.57187832495003,1.59,25,LOS=0
I,429,0,9,flow9.264,713.6801561826501,442.96422843079995,3.2,6,LOS=0
V,430,0,0,flow11.639,764.9388591923,490.33141586995,1.59,25,LOS=0
V,430,0,1,flow12.549,755.54068346335,577.37733152575,1.59,25,LOS=1
I,430,0,2,flow12.602,822.4079071487,378.7546149157,1.59,25,LOS=0
V,430,0,3,flow3.625,761.4685398517499,445.42784196114997,1.59,25,LOS=1
I,430,0,4,flow3.628,661.2025731052499,670.9307779967,1.59,25,LOS=0
V,430,0,5,flow6.654,762.0880312598499,436.57555693705,4.3,18,LOS=0
V,430,0,6,flow8.237,754.85009722645,587.2455332849499,1.59,25,LOS=1
V,430,0,7,flow8.248,757.1547762989501,554.31258898105,4.3,12,LOS=0
I,430,0,8,flow8.259,692.6303176381,448.30237573175,3.2,13,LOS=0
I,430,0,9,flow8.260,671.31625480815,454.5770926325,1.59,8,LOS=0
V,431,0,0,flow11.634,755.03244486595,631.8841342435001,1.59,25,LOS=0
V,431,0,1,flow11.635,755.37820215515,626.9436095922999,1.59,25,LOS=0
V,431,0,2,flow11.643,763.24648564655,514.5137353257,3.2,25,LOS=1
V,431,0,3,flow12.568,752.4729085556501,621.21461081475,1.59,25,LOS=0
I,431,0,4,flow2.661,708.12040580735,670.5585065743,1.59,25,LOS=0
I,431,0,5,flow5.620,725.0741761977,444.3000000916,4.3,1,LOS=0
V,431,0,6,flow5.622,758.7992102797,436.18953722935,1.59,25,LOS=0
V,431,0,7,flow8.246,761.3876281658,493.82682484944996,1.59,25,LOS=0
I,431,0,8,flow8.255,705.5013412353501,447.39357327325,3.2,25,LOS=0
I,431,0,9,flow8.259,693.0803176381,451.57237573175,3.2,25,LOS=0
V,432,0,0,flow11.633,754.1695310861,644.2143061132,1.59,25,LOS=0
V,432,0,1,flow11.642,761.25197272635,543.0133232077001,1.59,25,LOS=0
V,432,0,2,flow11.645,763.56204608405,510.00469337975,3.2,25,LOS=1
I,432,0,3,flow11.649,806.5167617741499,391.0953742854,4.3,6,LOS=0
V,432,0,4,flow12.566,750.4410128795,650.24958923365,1.59,25,LOS=1
V,432,0,5,flow12.590,757.9248832589,543.308067821,3.2,25,LOS=1
V,432,0,6,flow12.593,755.20913579435,629.3593982077,1.59,25,LOS=0
V,432,0,7,flow12.598,758.32975042045,584.76894713605,4.3,14,LOS=0
I,432,0,8,flow7.528,734.1967737551,428.10293009325,4.3,1,LOS=0
I,432,0,9,flow9.261,728.6426646546,434.86108510775,1.59,25,LOS=0
V,433,0,0,flow11.645,763.18012115615,515.4620172888999,3.2,25,LOS=1
I,433,0,1,flow11.648,766.5505337084501,467.30220455525,3.2,25,LOS=1
I,433,0,2,flow11.652,840.85680847805,364.4275512225,1.59,25,LOS=0
V,433,0,3,flow12.542,753.68881697825,603.83976464275,1.59,25,LOS=1
V,433,0,4,flow12.569,753.2863652671,609.59063900355,1.59,25,LOS=1
I,433,0,5,flow6.660,781.0924021725,676.9782152293001,1.59,25,LOS=0
I,433,0,6,flow7.529,722.94023984295,434.19905413435004,4.3,1,LOS=0
I,433,0,7,flow7.536,667.13623201495,451.82205450405,1.59,7,LOS=0
V,433,0,8,flow8.238,756.5168731244,563.42797080105,1.59,25,LOS=1
I,433,0,9,flow8.255,705.5013412353501,447.39357327325,3.2,25,LOS=0
I,434,0,0,flow10.1312,836.1623437743999,363.88725894895003,1.59,25,LOS=0
V,434,0,1,flow12.557,755.41485786415,579.1753291302,3.2,25,LOS=1
V,434,0,2,flow12.569,750.5277939269,649.00952269495,1.59,25,LOS=1
V,434,0,3,flow12.583,761.46897358795,492.66443122634996,1.59,25,LOS=1
V,434,0,4,flow12.604,764.94052191995,490.3076571607,1.59,25,LOS=0
V,434,0,5,flow5.626,751.7792631414,536.56246560945,1.59,25,LOS=1
I,434,0,6,flow5.627,805.8859489558,677.0734763814,1.59,25,LOS=0
V,434,0,7,flow8.249,764.35445414065,451.43206552935,1.59,25,LOS=0
I,434,0,8,flow8.260,671.31625480815,454.5770926325,1.59,17,LOS=0
I,434,0,9,flow8.261,666.41490091245,455.2537668823,1.59,18,LOS=0
I,435,0,0,flow11.653,773.2051656624001,417.05538438005,1.59,25,LOS=0
I,435,0,1,flow12.607,766.00192113935,475.1413275648,1.59,25,LOS=0
V,435,0,2,flow3.635,750.14249126675,607.27255677785,1.59,25,LOS=1
I,435,0,3,flow6.662,767.0818400634,676.9243841941,1.59,25,LOS=1
I,435,0,4,flow7.526,746.0396863725,425.43949910575,1.59,25,LOS=0
V,435,0,5,flow8.248,756.18380315585,568.1874077462,4.3,13,LOS=0
V,435,0,6,flow8.251,762.83511425235,473.14282626675,4.3,20,LOS=0
V,435,0,7,flow8.253,763.4857914233,463.84490913565,1.59,25,LOS=0
I,435,0,8,flow8.260,671.31625480815,454.5770926325,1.59,20,LOS=0
I,435,0,9,flow9.262,732.99191993775,432.5056886865,1.59,25,LOS=0
V,436,0,0,flow11.647,757.86308101535,591.43718457295,1.59,25,LOS=0
I,436,0,1,flow11.657,791.8022683373,402.5223682792,1.59,25,LOS=0
V,436,0,2,flow12.560,757.0133222042,556.3339115500501,1.59,25,LOS=1
V,436,0,3,flow12.589,761.7558676482499,488.56482958455,3.2,25,LOS=1
V,436,0,4,flow12.601,752.3733557244,622.6371810486501,1.59,25,LOS=1
V,436,0,5,flow12.603,753.77526505865,602.60445606925,1.59,25,LOS=1
I,436,0,6,flow12.611,766.34010550865,470.3090123391,1.59,25,LOS=0
V,436,0,7,flow3.635,762.36081467175,432.67759083005,1.59,25,LOS=1
I,436,0,8,flow5.630,787.73061524655,677.0037204073501,1.59,25,LOS=0
I,436,0,9,flow8.255,718.34856460645,440.43599042715,3.2,25,LOS=0
V,437,0,0,flow11.652,757.9121299318,590.73632478335,1.59,25,LOS=0
V,437,0,1,flow11.654,760.47749899115,554.0797756006,1.59,25,LOS=1
V,437,0,2,flow12.608,764.2481934995,452.95048768995,1.59,25,LOS=1
V,437,0,3,flow5.628,755.80834520655,478.95366064295,3.2,25,LOS=1
V,437,0,4,flow6.662,762.01971032505,437.55183583295,1.59,25,LOS=0
I,437,0,5,flow7.543,731.2700718190999,429.687924033,1.59,25,LOS=0
V,437,0,6,flow8.249,763.1351070644,468.85604868985,1.59,25,LOS=0
I,437,0,7,flow9.265,730.7785797481,433.70435218685,1.59,22,LOS=0
I,437,0,8,flow9.266,693.0803176809,451.57237572580004,3.2,24,LOS=0
I,437,0,9,flow9.268,740.01855321865,424.95006882825,1.59,15,LOS=0
V,438,0,0,flow11.654,759.65440516335,565.8409603201001,1.59,25,LOS=1
V,438,0,1,flow12.549,751.6507318022,632.96318854575,1.59,25,LOS=1
V,438,0,2,flow12.573,758.7411185363001,531.6443914115,4.3,14,LOS=0
V,438,0,3,flow12.586,759.366815397,522.70343294545,1.59,25,LOS=0
V,438,0,4,flow12.587,751.30293986075,637.93299660865,1.59,25,LOS=1
V,438,0,5,flow12.602,752.34365148165,623.06164282435,1.59,25,LOS=0
V,438,0,6,flow12.616,764.77647212685,445.40159690585,1.59,25,LOS=1
V,438,0,7,flow8.249,763.0500065459,470.07210114105,1.59,25,LOS=0
I,438,0,8,flow8.259,719.06880205375,440.04593636145,3.2,25,LOS=0
I,438,0,9,flow8.261,676.217608026,453.90041847634996,1.59,11,LOS=0
I,439,0,0,flow10.1324,678.6377089612499,460.22545240965,3.2,25,LOS=0
I,439,0,1,flow11.663,767.22193487995,457.7085556511,1.59,25,LOS=0
V,439,0,2,flow12.600,749.94649019955,657.3161209997,3.2,25,LOS=1
V,439,0,3,flow12.605,754.98011933015,585.3875693064,3.2,25,LOS=1
V,439,0,4,flow12.611,758.3739945416501,584.1367430483001,1.59,25,LOS=0
V,439,0,5,flow12.613,759.24598923965,571.6768139716501,3.2,25,LOS=1
V,439,0,6,flow12.615,760.56630247135,552.8108629945,1.59,25,LOS=1
I,439,0,7,flow3.642,695.28798599495,670.6603259232,4.3,4,LOS=0
I,439,0,8,flow5.632,754.737399077,428.3224307538,1.59,25,LOS=1
I,439,0,9,flow5.636,771.00018272215,676.9394391533499,1.59,25,LOS=0
I,440,0,0,flow1.1277,714.0139343832,670.5117441358,1.59,25,LOS=0
V,440,0,1,flow11.650,754.81780687715,634.9510956869001,1.59,25,LOS=0
V,440,0,2,flow11.651,755.43836458075,626.0839489107,4.3,14,LOS=0
V,440,0,3,flow11.654,758.09633700695,588.10419055535,1.59,25,LOS=0
I,440,0,4,flow11.663,766.29566917635,470.94396293015,1.59,25,LOS=0
V,440,0,5,flow12.600,749.60119711905,662.250221337,3.2,25,LOS=1
I,440,0,6,flow5.636,754.59811231555,428.38634791355,1.59,25,LOS=1
V,440,0,7,flow6.669,761.03074325855,451.6837805829,3.2,25,LOS=1
V,440,0,8,flow8.237,750.0985123053999,655.14378576885,1.59,25,LOS=1
I,440,0,9,flow9.270,685.2949910713,449.31508093665,1.59,18,LOS=0
V,441,0,0,flow12.560,755.84101713175,573.08568324725,1.59,25,LOS=1
V,441,0,1,flow12.583,759.90201592625,515.05563094485,1.59,25,LOS=1
V,441,0,2,flow12.602,751.47828844385,635.42733532635,1.59,25,LOS=0
V,441,0,3,flow12.619,763.1899283623,515.3218821556,1.59,25,LOS=0
V,441,0,4,flow12.621,765.6069800637,480.78463916215003,1.59,25,LOS=0
I,441,0,5,flow6.670,762.80270781425,428.20490130965004,3.2,25,LOS=1
